id,code,name,country_id/id
01,01,Ahuachapan,base.sv
02,02,Santa Ana,base.sv
03,03,Sonsonate,base.sv
04,04,Chalatenango,base.sv
05,05,La Libertad,base.sv
06,06,San Salvador,base.sv
07,07,Cuscatlan,base.sv
08,08,La Paz,base.sv
09,09,Cabañas,base.sv
10,10,San Vicente,base.sv
11,11,Usulutan,base.sv
12,12,San Miguel,base.sv
13,13,Morazan,base.sv
14,14,La Union,base.sv
